Eligibile_Status,Successful_Flight,Unsuccessful_Flight,Unsuccessful_Flight_Indicator,Unsuccessful_PAX_Indicator,Eligible_Biometric_DEP_INTL_PAX_Indicator,Eligible_Biometric_Flight_Indicator,Eligible_Biometric_DEP_INTL_PAX,Total_Flights,Eligible_Biometric_Flight,new_start_date_date_format,Total_DEP_INTL_Pax,Gate_Ref,host_carrier_code,flight_number,Origin,scheduled_arrival_station_code,Date,scheduled_departure_time_local,departure_gate,new_Gate_Ref,new_Start_Date,Biometric_Flights,Biometric_Passengers_Matched,BCR,%_Eligible_Flights,Usage_on_Eligible_Flights,BCR_on_Eligible_Flights,Max_acheviable_BCR,Flight_Saturation
Successful,Successful,,0,20,141,1,141,1,1,2021-01-02,141,SFOG8,UA,968,SFO,AMS,2023-04-11,14:35,G8,SFOG8,2021-01-02,1,121,0.85815603,1.0,1.0,0.85815603,1.0,1.0
Successful,Successful,,0,18,222,1,222,1,1,2021-01-02,222,SFOG1,UA,1,SFO,SIN,2023-04-08,22:45,G1,SFOG1,2021-01-02,1,204,0.91891892,1.0,1.0,0.91891892,1.0,1.0
Successful,Successful,,0,95,218,1,218,1,1,2021-01-02,218,SFOG9,UA,1,SFO,SIN,2023-04-03,22:45,G9,SFOG9,2021-01-02,1,123,0.56422018,1.0,1.0,0.56422018,1.0,1.0
Successful,Successful,,0,88,229,1,229,1,1,2021-01-02,229,SFOG2,UA,930,SFO,LHR,2023-04-20,19:50,G2,SFOG2,2021-01-02,1,141,0.61572052,1.0,1.0,0.61572052,1.0,1.0
Successful,Successful,,0,12,227,1,227,1,1,2021-01-02,227,SFOG2,UA,29,SFO,SIN,2023-04-15,10:50,G2,SFOG2,2021-01-02,1,215,0.94713656,1.0,1.0,0.94713656,1.0,1.0
Successful,Successful,,0,12,184,1,184,1,1,2021-01-02,184,SFOG1,UA,115,SFO,PPT,2023-04-27,13:20,G1,SFOG1,2021-01-02,1,172,0.93478261,1.0,1.0,0.93478261,1.0,1.0
Successful,Successful,,0,7,195,1,195,1,1,2021-01-02,195,SFOG9,UA,863,SFO,SYD,2023-04-15,22:45,G9,SFOG9,2021-01-02,1,188,0.96410256,1.0,1.0,0.96410256,1.0,1.0
Successful,Successful,,0,17,252,1,252,1,1,2021-01-02,252,SFOG9,UA,990,SFO,CDG,2023-04-27,14:35,G9,SFOG9,2021-01-02,1,235,0.93253968,1.0,1.0,0.93253968,1.0,1.0
Successful,Successful,,0,19,149,1,149,1,1,2021-01-02,149,SFOG4,UA,1189,SFO,SJD,2023-04-03,09:05,G4,SFOG4,2021-01-02,1,130,0.87248322,1.0,1.0,0.87248322,1.0,1.0
Successful,Successful,,0,72,330,1,330,1,1,2021-01-02,330,SFOG9,UA,871,SFO,TPE,2023-04-25,14:00,G9,SFOG9,2021-01-02,1,258,0.78181818,1.0,1.0,0.78181818,1.0,1.0
Successful,Successful,,0,19,209,1,209,1,1,2021-01-02,209,SFOG6,UA,1,SFO,SIN,2023-04-10,22:45,G6,SFOG6,2021-01-02,1,190,0.90909091,1.0,1.0,0.90909091,1.0,1.0
Successful,Successful,,0,25,137,1,137,1,1,2021-01-02,137,SFOG1,UA,930,SFO,LHR,2023-04-04,19:50,G1,SFOG1,2021-01-02,1,112,0.81751825,1.0,1.0,0.81751825,1.0,1.0
Successful,Successful,,0,50,235,1,235,1,1,2021-01-02,235,SFOG7,UA,863,SFO,SYD,2023-04-27,22:45,G7,SFOG7,2021-01-02,1,185,0.78723404,1.0,1.0,0.78723404,1.0,1.0
Successful,Successful,,0,12,270,1,270,1,1,2021-01-02,270,SFOG12,UA,35,SFO,KIX,2023-04-08,10:45,G12,SFOG12,2021-01-02,1,258,0.95555556,1.0,1.0,0.95555556,1.0,1.0
Successful,Successful,,0,25,271,1,271,1,1,2021-01-02,271,SFOG7,UA,926,SFO,FRA,2023-04-29,19:10,G7,SFOG7,2021-01-02,1,246,0.90774908,1.0,1.0,0.90774908,1.0,1.0
Successful,Successful,,0,15,231,1,231,1,1,2021-01-02,231,SFOG9,UA,968,SFO,AMS,2023-04-08,14:35,G9,SFOG9,2021-01-02,1,216,0.93506494,1.0,1.0,0.93506494,1.0,1.0
Successful,Successful,,0,8,157,1,157,1,1,2021-01-02,157,SFOG12,UA,29,SFO,SIN,2023-04-13,10:50,G12,SFOG12,2021-01-02,1,149,0.94904459,1.0,1.0,0.94904459,1.0,1.0
Successful,Successful,,0,10,175,1,175,1,1,2021-01-02,175,SFOG12,UA,875,SFO,HND,2023-04-27,10:45,G12,SFOG12,2021-01-02,1,165,0.94285714,1.0,1.0,0.94285714,1.0,1.0
Successful,Successful,,0,7,175,1,175,1,1,2021-01-02,175,SFOG1,UA,875,SFO,HND,2023-04-23,10:45,G1,SFOG1,2021-01-02,1,168,0.96,1.0,1.0,0.96,1.0,1.0
Successful,Successful,,0,24,199,1,199,1,1,2021-01-02,199,SFOG7,UA,926,SFO,FRA,2023-04-11,19:10,G7,SFOG7,2021-01-02,1,175,0.87939698,1.0,1.0,0.87939698,1.0,1.0
Successful,Successful,,0,27,210,1,210,1,1,2021-01-02,210,SFOG8,UA,930,SFO,LHR,2023-04-08,19:50,G8,SFOG8,2021-01-02,1,183,0.87142857,1.0,1.0,0.87142857,1.0,1.0
Successful,Successful,,0,18,349,1,349,1,1,2021-01-02,349,SFOG8,UA,869,SFO,HKG,2023-04-15,12:45,G8,SFOG8,2021-01-02,1,331,0.94842407,1.0,1.0,0.94842407,1.0,1.0
Successful,Successful,,0,7,70,1,70,1,1,2021-01-02,70,SFOG5,UA,954,SFO,TLV,2023-04-04,19:50,G5,SFOG5,2021-01-02,1,63,0.9,1.0,1.0,0.9,1.0,1.0
Successful,Successful,,0,25,348,1,348,1,1,2021-01-02,348,SFOG2,UA,869,SFO,HKG,2023-04-11,12:45,G2,SFOG2,2021-01-02,1,323,0.92816092,1.0,1.0,0.92816092,1.0,1.0
Successful,Successful,,0,84,268,1,268,1,1,2021-01-02,268,SFOG2,UA,968,SFO,AMS,2023-04-22,14:35,G2,SFOG2,2021-01-02,1,184,0.68656716,1.0,1.0,0.68656716,1.0,1.0
Unsuccessful,,Unsuccessful,1,144,144,1,144,1,1,2021-01-02,144,SFOG3,UA,930,SFO,LHR,2023-04-24,19:50,G3,SFOG3,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,21,149,1,149,1,1,2021-01-02,149,SFOG6,UA,948,SFO,LHR,2023-04-23,16:00,G6,SFOG6,2021-01-02,1,128,0.8590604,1.0,1.0,0.8590604,1.0,1.0
Successful,Successful,,0,5,118,1,118,1,1,2021-01-02,118,SFOG4,UA,35,SFO,KIX,2023-04-24,10:55,G4,SFOG4,2021-01-02,1,113,0.95762712,1.0,1.0,0.95762712,1.0,1.0
Successful,Successful,,0,25,199,1,199,1,1,2021-01-02,199,SFOG12,UA,1,SFO,SIN,2023-04-09,22:45,G12,SFOG12,2021-01-02,1,174,0.87437186,1.0,1.0,0.87437186,1.0,1.0
Successful,Successful,,0,16,197,1,197,1,1,2021-01-02,197,SFOG12,UA,875,SFO,HND,2023-04-20,10:45,G12,SFOG12,2021-01-02,1,181,0.91878173,1.0,1.0,0.91878173,1.0,1.0
Successful,Successful,,0,12,250,1,250,1,1,2021-01-02,250,SFOG5,UA,893,SFO,ICN,2023-04-06,10:35,G5,SFOG5,2021-01-02,1,238,0.952,1.0,1.0,0.952,1.0,1.0
Unsuccessful,,Unsuccessful,1,144,144,1,144,1,1,2021-01-02,144,SFOG5,UA,875,SFO,HND,2023-04-25,10:45,G5,SFOG5,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,16,252,1,252,1,1,2021-01-02,252,SFOG12,UA,837,SFO,NRT,2023-04-22,11:35,G12,SFOG12,2021-01-02,1,236,0.93650794,1.0,1.0,0.93650794,1.0,1.0
Successful,Successful,,0,38,273,1,273,1,1,2021-01-02,273,SFOG2,UA,58,SFO,FRA,2023-04-17,13:50,G2,SFOG2,2021-01-02,1,235,0.86080586,1.0,1.0,0.86080586,1.0,1.0
Successful,Successful,,0,6,250,1,250,1,1,2021-01-02,250,SFOG9,UA,875,SFO,HND,2023-04-11,10:45,G9,SFOG9,2021-01-02,1,244,0.976,1.0,1.0,0.976,1.0,1.0
Successful,Successful,,0,38,343,1,343,1,1,2021-01-02,343,SFOG9,UA,58,SFO,FRA,2023-04-29,13:50,G9,SFOG9,2021-01-02,1,305,0.88921283,1.0,1.0,0.88921283,1.0,1.0
Successful,Successful,,0,14,266,1,266,1,1,2021-01-02,266,SFOG3,UA,35,SFO,KIX,2023-04-03,10:45,G3,SFOG3,2021-01-02,1,252,0.94736842,1.0,1.0,0.94736842,1.0,1.0
Successful,Successful,,0,13,204,1,204,1,1,2021-01-02,204,SFOG1,UA,990,SFO,CDG,2023-04-13,14:35,G1,SFOG1,2021-01-02,1,191,0.93627451,1.0,1.0,0.93627451,1.0,1.0
Successful,Successful,,0,29,317,1,317,1,1,2021-01-02,317,SFOG7,UA,871,SFO,TPE,2023-04-18,14:00,G7,SFOG7,2021-01-02,1,288,0.90851735,1.0,1.0,0.90851735,1.0,1.0
Successful,Successful,,0,18,248,1,248,1,1,2021-01-02,248,SFOG12,UA,875,SFO,HND,2023-04-14,10:45,G12,SFOG12,2021-01-02,1,230,0.92741935,1.0,1.0,0.92741935,1.0,1.0
Successful,Successful,,0,17,188,1,188,1,1,2021-01-02,188,SFOG5,UA,948,SFO,LHR,2023-04-28,16:00,G5,SFOG5,2021-01-02,1,171,0.90957447,1.0,1.0,0.90957447,1.0,1.0
Successful,Successful,,0,12,246,1,246,1,1,2021-01-02,246,SFOG2,UA,930,SFO,LHR,2023-04-27,19:50,G2,SFOG2,2021-01-02,1,234,0.95121951,1.0,1.0,0.95121951,1.0,1.0
Successful,Successful,,0,12,156,1,156,1,1,2021-01-02,156,SFOG9,UA,115,SFO,PPT,2023-04-22,13:20,G9,SFOG9,2021-01-02,1,144,0.92307692,1.0,1.0,0.92307692,1.0,1.0
Successful,Successful,,0,40,235,1,235,1,1,2021-01-02,235,SFOG5,UA,1,SFO,SIN,2023-04-29,22:45,G5,SFOG5,2021-01-02,1,195,0.82978723,1.0,1.0,0.82978723,1.0,1.0
Successful,Successful,,0,44,332,1,332,1,1,2021-01-02,332,SFOG2,UA,857,SFO,PVG,2023-04-29,12:55,G2,SFOG2,2021-01-02,1,288,0.86746988,1.0,1.0,0.86746988,1.0,1.0
Successful,Successful,,0,31,242,1,242,1,1,2021-01-02,242,SFOG4,UA,893,SFO,ICN,2023-04-25,10:35,G4,SFOG4,2021-01-02,1,211,0.87190083,1.0,1.0,0.87190083,1.0,1.0
Successful,Successful,,0,48,258,1,258,1,1,2021-01-02,258,SFOG4,UA,805,SFO,ICN,2023-04-29,23:45,G4,SFOG4,2021-01-02,1,210,0.81395349,1.0,1.0,0.81395349,1.0,1.0
Successful,Successful,,0,41,188,1,188,1,1,2021-01-02,188,SFOG2,UA,837,SFO,NRT,2023-04-23,11:35,G2,SFOG2,2021-01-02,1,147,0.78191489,1.0,1.0,0.78191489,1.0,1.0
Successful,Successful,,0,23,212,1,212,1,1,2021-01-02,212,SFOG9,UA,926,SFO,FRA,2023-04-26,19:10,G9,SFOG9,2021-01-02,1,189,0.89150943,1.0,1.0,0.89150943,1.0,1.0
Successful,Successful,,0,197,275,1,275,1,1,2021-01-02,275,SFOG10,UA,926,SFO,FRA,2023-04-06,19:10,G10,SFOG10,2021-01-02,1,78,0.28363636,1.0,1.0,0.28363636,1.0,1.0
Successful,Successful,,0,17,232,1,232,1,1,2021-01-02,232,SFOG13,UA,893,SFO,ICN,2023-04-11,10:35,G13,SFOG13,2021-01-02,1,215,0.92672414,1.0,1.0,0.92672414,1.0,1.0
Successful,Successful,,0,-286,0,1,0,1,1,2021-01-02,0,SFOG5,UA,954,SFO,TLV,2023-04-13,19:50,G5,SFOG5,2021-01-02,1,286,,1.0,1.0,,,1.0
Unsuccessful,,Unsuccessful,1,81,81,1,81,1,1,2021-01-02,81,SFOG12,UA,412,SFO,MEX,2023-04-16,22:45,G12,SFOG12,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,22,239,1,239,1,1,2021-01-02,239,SFOG10,UA,837,SFO,NRT,2023-04-19,11:35,G10,SFOG10,2021-01-02,1,217,0.90794979,1.0,1.0,0.90794979,1.0,1.0
Successful,Successful,,0,20,241,1,241,1,1,2021-01-02,241,SFOG4,UA,115,SFO,PPT,2023-04-09,13:20,G4,SFOG4,2021-01-02,1,221,0.91701245,1.0,1.0,0.91701245,1.0,1.0
Successful,Successful,,0,9,328,1,328,1,1,2021-01-02,328,SFOG9,UA,857,SFO,PVG,2023-04-15,12:55,G9,SFOG9,2021-01-02,1,319,0.97256098,1.0,1.0,0.97256098,1.0,1.0
Successful,Successful,,0,33,242,1,242,1,1,2021-01-02,242,SFOG4,UA,194,SFO,MUC,2023-04-17,13:25,G4,SFOG4,2021-01-02,1,209,0.86363636,1.0,1.0,0.86363636,1.0,1.0
Successful,Successful,,0,-3,172,1,172,1,1,2021-01-02,172,SFOG1,UA,60,SFO,MEL,2023-04-29,23:20,G1,SFOG1,2021-01-02,1,175,1.01744186,1.0,1.0,1.01744186,1.0,1.0
Successful,Successful,,0,19,166,1,166,1,1,2021-01-02,166,SFOG4,UA,29,SFO,SIN,2023-04-05,10:50,G4,SFOG4,2021-01-02,1,147,0.88554217,1.0,1.0,0.88554217,1.0,1.0
Successful,Successful,,0,34,261,1,261,1,1,2021-01-02,261,SFOG6,UA,948,SFO,LHR,2023-04-17,16:00,G6,SFOG6,2021-01-02,1,227,0.8697318,1.0,1.0,0.8697318,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG12,UA,2779,SFO,HKG,2023-04-26,09:30,G12,SFOG12,2021-01-02,0,0,,1.0,0.0,,,0.0
Unsuccessful,,Unsuccessful,1,159,159,1,159,1,1,2021-01-02,159,SFOG4,UA,96,SFO,BNE,2023-04-23,23:55,G4,SFOG4,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,27,272,1,272,1,1,2021-01-02,272,SFOG4,UA,990,SFO,CDG,2023-04-29,14:35,G4,SFOG4,2021-01-02,1,245,0.90073529,1.0,1.0,0.90073529,1.0,1.0
Unsuccessful,,Unsuccessful,1,117,117,1,117,1,1,2021-01-02,117,SFOG6,UA,1145,SFO,CUN,2023-04-23,23:16,G6,SFOG6,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,12,90,1,90,1,1,2021-01-02,90,SFOG3,UA,821,SFO,MEX,2023-04-17,13:12,G3,SFOG3,2021-01-02,1,78,0.86666667,1.0,1.0,0.86666667,1.0,1.0
Successful,Successful,,0,28,274,1,274,1,1,2021-01-02,274,SFOG4,UA,194,SFO,MUC,2023-04-08,13:25,G4,SFOG4,2021-01-02,1,246,0.89781022,1.0,1.0,0.89781022,1.0,1.0
Successful,Successful,,0,142,198,1,198,1,1,2021-01-02,198,SFOG7,UA,60,SFO,MEL,2023-04-06,23:20,G7,SFOG7,2021-01-02,1,56,0.28282828,1.0,1.0,0.28282828,1.0,1.0
Successful,Successful,,0,14,139,1,139,1,1,2021-01-02,139,SFOG7,UA,948,SFO,LHR,2023-04-24,16:00,G7,SFOG7,2021-01-02,1,125,0.89928058,1.0,1.0,0.89928058,1.0,1.0
Successful,Successful,,0,119,269,1,269,1,1,2021-01-02,269,SFOG13,UA,863,SFO,SYD,2023-04-20,22:45,G13,SFOG13,2021-01-02,1,150,0.55762082,1.0,1.0,0.55762082,1.0,1.0
Successful,Successful,,0,18,243,1,243,1,1,2021-01-02,243,SFOG6,UA,837,SFO,NRT,2023-04-11,11:35,G6,SFOG6,2021-01-02,1,225,0.92592593,1.0,1.0,0.92592593,1.0,1.0
Successful,Successful,,0,41,320,1,320,1,1,2021-01-02,320,SFOG10,UA,857,SFO,PVG,2023-04-22,12:55,G10,SFOG10,2021-01-02,1,279,0.871875,1.0,1.0,0.871875,1.0,1.0
Successful,Successful,,0,22,328,1,328,1,1,2021-01-02,328,SFOG8,UA,871,SFO,TPE,2023-04-19,14:00,G8,SFOG8,2021-01-02,1,306,0.93292683,1.0,1.0,0.93292683,1.0,1.0
Successful,Successful,,0,27,275,1,275,1,1,2021-01-02,275,SFOG12,UA,837,SFO,NRT,2023-04-05,11:35,G12,SFOG12,2021-01-02,1,248,0.90181818,1.0,1.0,0.90181818,1.0,1.0
Successful,Successful,,0,21,331,1,331,1,1,2021-01-02,331,SFOG8,UA,869,SFO,HKG,2023-04-21,12:45,G8,SFOG8,2021-01-02,1,310,0.93655589,1.0,1.0,0.93655589,1.0,1.0
Successful,Successful,,0,10,207,1,207,1,1,2021-01-02,207,SFOG12,UA,901,SFO,LHR,2023-04-28,12:20,G12,SFOG12,2021-01-02,1,197,0.95169082,1.0,1.0,0.95169082,1.0,1.0
Successful,Successful,,0,49,219,1,219,1,1,2021-01-02,219,SFOG9,UA,863,SFO,SYD,2023-04-26,22:45,G9,SFOG9,2021-01-02,1,170,0.77625571,1.0,1.0,0.77625571,1.0,1.0
Unsuccessful,,Unsuccessful,1,337,337,1,337,1,1,2021-01-02,337,SFOG5,UA,954,SFO,TLV,2023-04-20,22:45,G5,SFOG5,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Unsuccessful,,Unsuccessful,1,217,217,1,217,1,1,2021-01-02,217,SFOG2,UA,96,SFO,BNE,2023-04-09,23:55,G2,SFOG2,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,38,204,1,204,1,1,2021-01-02,204,SFOG1,UA,926,SFO,FRA,2023-04-24,19:10,G1,SFOG1,2021-01-02,1,166,0.81372549,1.0,1.0,0.81372549,1.0,1.0
Unsuccessful,,Unsuccessful,1,75,75,1,75,1,1,2021-01-02,75,SFOG3,UA,821,SFO,MEX,2023-04-22,13:12,G3,SFOG3,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,20,268,1,268,1,1,2021-01-02,268,SFOG5,UA,194,SFO,MUC,2023-04-07,13:25,G5,SFOG5,2021-01-02,1,248,0.92537313,1.0,1.0,0.92537313,1.0,1.0
Successful,Successful,,0,30,264,1,264,1,1,2021-01-02,264,SFOG9,UA,194,SFO,MUC,2023-04-28,13:25,G9,SFOG9,2021-01-02,1,234,0.88636364,1.0,1.0,0.88636364,1.0,1.0
Successful,Successful,,0,9,341,1,341,1,1,2021-01-02,341,SFOG12,UA,871,SFO,TPE,2023-04-28,14:00,G12,SFOG12,2021-01-02,1,332,0.97360704,1.0,1.0,0.97360704,1.0,1.0
Successful,Successful,,0,26,161,1,161,1,1,2021-01-02,161,SFOG2,UA,60,SFO,MEL,2023-04-26,23:20,G2,SFOG2,2021-01-02,1,135,0.83850932,1.0,1.0,0.83850932,1.0,1.0
Successful,Successful,,0,40,226,1,226,1,1,2021-01-02,226,SFOG2,UA,1,SFO,SIN,2023-04-06,22:45,G2,SFOG2,2021-01-02,1,186,0.82300885,1.0,1.0,0.82300885,1.0,1.0
Successful,Successful,,0,7,225,1,225,1,1,2021-01-02,225,SFOG1,UA,1,SFO,SIN,2023-04-27,22:45,G1,SFOG1,2021-01-02,1,218,0.96888889,1.0,1.0,0.96888889,1.0,1.0
Successful,Successful,,0,13,139,1,139,1,1,2021-01-02,139,SFOG5,UA,968,SFO,AMS,2023-04-04,14:35,G5,SFOG5,2021-01-02,1,126,0.90647482,1.0,1.0,0.90647482,1.0,1.0
Successful,Successful,,0,90,320,1,320,1,1,2021-01-02,320,SFOG5,UA,954,SFO,TLV,2023-04-16,19:50,G5,SFOG5,2021-01-02,1,230,0.71875,1.0,1.0,0.71875,1.0,1.0
Successful,Successful,,0,19,204,1,204,1,1,2021-01-02,204,SFOG4,UA,1,SFO,SIN,2023-04-24,22:45,G4,SFOG4,2021-01-02,1,185,0.90686275,1.0,1.0,0.90686275,1.0,1.0
Successful,Successful,,0,92,326,1,326,1,1,2021-01-02,326,SFOG2,UA,869,SFO,HKG,2023-04-03,12:45,G2,SFOG2,2021-01-02,1,234,0.71779141,1.0,1.0,0.71779141,1.0,1.0
Successful,Successful,,0,29,242,1,242,1,1,2021-01-02,242,SFOG7,UA,926,SFO,FRA,2023-04-27,19:10,G7,SFOG7,2021-01-02,1,213,0.88016529,1.0,1.0,0.88016529,1.0,1.0
Successful,Successful,,0,12,200,1,200,1,1,2021-01-02,200,SFOG1,UA,901,SFO,LHR,2023-04-24,12:20,G1,SFOG1,2021-01-02,1,188,0.94,1.0,1.0,0.94,1.0,1.0
Successful,Successful,,0,21,216,1,216,1,1,2021-01-02,216,SFOG12,UA,58,SFO,FRA,2023-04-06,13:50,G12,SFOG12,2021-01-02,1,195,0.90277778,1.0,1.0,0.90277778,1.0,1.0
Successful,Successful,,0,143,264,1,264,1,1,2021-01-02,264,SFOG3,UA,990,SFO,CDG,2023-04-07,14:35,G3,SFOG3,2021-01-02,1,121,0.45833333,1.0,1.0,0.45833333,1.0,1.0
Unsuccessful,,Unsuccessful,1,98,98,1,98,1,1,2021-01-02,98,SFOG1,UA,412,SFO,MEX,2023-04-20,22:45,G1,SFOG1,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,28,225,1,225,1,1,2021-01-02,225,SFOG1,UA,893,SFO,ICN,2023-04-17,10:35,G1,SFOG1,2021-01-02,1,197,0.87555556,1.0,1.0,0.87555556,1.0,1.0
Successful,Successful,,0,54,243,1,243,1,1,2021-01-02,243,SFOG9,UA,968,SFO,AMS,2023-04-13,14:35,G9,SFOG9,2021-01-02,1,189,0.77777778,1.0,1.0,0.77777778,1.0,1.0
Successful,Successful,,0,21,231,1,231,1,1,2021-01-02,231,SFOG1,UA,35,SFO,KIX,2023-04-20,10:45,G1,SFOG1,2021-01-02,1,210,0.90909091,1.0,1.0,0.90909091,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG12,UA,2833,SFO,GUM,2023-04-28,00:01,G12,SFOG12,2021-01-02,0,0,,1.0,0.0,,,0.0
Successful,Successful,,0,28,326,1,326,1,1,2021-01-02,326,SFOG5,UA,871,SFO,TPE,2023-04-12,14:00,G5,SFOG5,2021-01-02,1,298,0.91411043,1.0,1.0,0.91411043,1.0,1.0
Successful,Successful,,0,18,170,1,170,1,1,2021-01-02,170,SFOG3,UA,194,SFO,MUC,2023-04-05,13:25,G3,SFOG3,2021-01-02,1,152,0.89411765,1.0,1.0,0.89411765,1.0,1.0
Unsuccessful,,Unsuccessful,1,191,191,1,191,1,1,2021-01-02,191,SFOG5,UA,805,SFO,ICN,2023-04-24,23:45,G5,SFOG5,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,9,80,1,80,1,1,2021-01-02,80,SFOG3,UA,2139,SFO,LIR,2023-04-29,13:15,G3,SFOG3,2021-01-02,1,71,0.8875,1.0,1.0,0.8875,1.0,1.0
Successful,Successful,,0,21,216,1,216,1,1,2021-01-02,216,SFOG10,UA,901,SFO,LHR,2023-04-27,12:20,G10,SFOG10,2021-01-02,1,195,0.90277778,1.0,1.0,0.90277778,1.0,1.0
Successful,Successful,,0,-249,0,1,0,1,1,2021-01-02,0,SFOG8,UA,58,SFO,FRA,2023-04-27,13:50,G8,SFOG8,2021-01-02,1,249,,1.0,1.0,,,1.0
Successful,Successful,,0,13,207,1,207,1,1,2021-01-02,207,SFOG13,UA,1,SFO,SIN,2023-04-23,22:45,G13,SFOG13,2021-01-02,1,194,0.93719807,1.0,1.0,0.93719807,1.0,1.0
Successful,Successful,,0,31,189,1,189,1,1,2021-01-02,189,SFOG10,UA,990,SFO,CDG,2023-04-24,14:35,G10,SFOG10,2021-01-02,1,158,0.83597884,1.0,1.0,0.83597884,1.0,1.0
Successful,Successful,,0,17,338,1,338,1,1,2021-01-02,338,SFOG8,UA,869,SFO,HKG,2023-04-13,12:45,G8,SFOG8,2021-01-02,1,321,0.94970414,1.0,1.0,0.94970414,1.0,1.0
Successful,Successful,,0,50,340,1,340,1,1,2021-01-02,340,SFOG6,UA,871,SFO,TPE,2023-04-20,14:00,G6,SFOG6,2021-01-02,1,290,0.85294118,1.0,1.0,0.85294118,1.0,1.0
Successful,Successful,,0,24,239,1,239,1,1,2021-01-02,239,SFOG10,UA,863,SFO,SYD,2023-04-28,22:45,G10,SFOG10,2021-01-02,1,215,0.89958159,1.0,1.0,0.89958159,1.0,1.0
Successful,Successful,,0,36,212,1,212,1,1,2021-01-02,212,SFOG2,UA,58,SFO,FRA,2023-04-12,13:50,G2,SFOG2,2021-01-02,1,176,0.83018868,1.0,1.0,0.83018868,1.0,1.0
Successful,Successful,,0,42,232,1,232,1,1,2021-01-02,232,SFOG6,UA,1,SFO,SIN,2023-04-26,22:45,G6,SFOG6,2021-01-02,1,190,0.81896552,1.0,1.0,0.81896552,1.0,1.0
Successful,Successful,,0,46,250,1,250,1,1,2021-01-02,250,SFOG1,UA,115,SFO,PPT,2023-04-16,13:20,G1,SFOG1,2021-01-02,1,204,0.816,1.0,1.0,0.816,1.0,1.0
Successful,Successful,,0,20,132,1,132,1,1,2021-01-02,132,SFOG12,UA,460,SFO,YVR,2023-04-19,18:27,G12,SFOG12,2021-01-02,1,112,0.84848485,1.0,1.0,0.84848485,1.0,1.0
Successful,Successful,,0,20,255,1,255,1,1,2021-01-02,255,SFOG10,UA,875,SFO,HND,2023-04-10,10:45,G10,SFOG10,2021-01-02,1,235,0.92156863,1.0,1.0,0.92156863,1.0,1.0
Successful,Successful,,0,41,227,1,227,1,1,2021-01-02,227,SFOG2,UA,926,SFO,FRA,2023-04-12,19:10,G2,SFOG2,2021-01-02,1,186,0.81938326,1.0,1.0,0.81938326,1.0,1.0
Successful,Successful,,0,24,274,1,274,1,1,2021-01-02,274,SFOG5,UA,875,SFO,HND,2023-04-05,10:45,G5,SFOG5,2021-01-02,1,250,0.91240876,1.0,1.0,0.91240876,1.0,1.0
Successful,Successful,,0,105,269,1,269,1,1,2021-01-02,269,SFOG1,UA,194,SFO,MUC,2023-04-14,13:25,G1,SFOG1,2021-01-02,1,164,0.60966543,1.0,1.0,0.60966543,1.0,1.0
Successful,Successful,,0,22,235,1,235,1,1,2021-01-02,235,SFOG1,UA,1,SFO,SIN,2023-04-14,22:45,G1,SFOG1,2021-01-02,1,213,0.90638298,1.0,1.0,0.90638298,1.0,1.0
Successful,Successful,,0,26,205,1,205,1,1,2021-01-02,205,SFOG1,UA,194,SFO,MUC,2023-04-09,13:25,G1,SFOG1,2021-01-02,1,179,0.87317073,1.0,1.0,0.87317073,1.0,1.0
Successful,Successful,,0,27,273,1,273,1,1,2021-01-02,273,SFOG9,UA,926,SFO,FRA,2023-04-28,19:10,G9,SFOG9,2021-01-02,1,246,0.9010989,1.0,1.0,0.9010989,1.0,1.0
Successful,Successful,,0,21,236,1,236,1,1,2021-01-02,236,SFOG4,UA,893,SFO,ICN,2023-04-27,10:35,G4,SFOG4,2021-01-02,1,215,0.91101695,1.0,1.0,0.91101695,1.0,1.0
Successful,Successful,,0,124,224,1,224,1,1,2021-01-02,224,SFOG7,UA,115,SFO,PPT,2023-04-06,13:20,G7,SFOG7,2021-01-02,1,100,0.44642857,1.0,1.0,0.44642857,1.0,1.0
Successful,Successful,,0,16,200,1,200,1,1,2021-01-02,200,SFOG13,UA,29,SFO,SIN,2023-04-20,10:50,G13,SFOG13,2021-01-02,1,184,0.92,1.0,1.0,0.92,1.0,1.0
